line,trace,gnss_distance_m,old_time_ns,final_time_ns,delta_ns,old_status,final_status,old_weight,final_weight,ignored,decision_code,reason
Line3,105,9.915802626320955,376.7376403808594,377.08331298828125,0.345672607421875,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,106,10.003054074617395,378.08929443359375,379.4708251953125,1.38153076171875,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,107,10.090305522790658,378.5517883300781,381.6364440917969,3.08465576171875,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,108,10.17592573442804,378.9858703613281,384.3426818847656,5.3568115234375,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,109,10.350428630817133,379.3850402832031,391.0702819824219,11.68524169921875,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,110,10.437680079024515,380.9677429199219,396.2292785644531,15.26153564453125,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,111,10.524412241581802,381.33245849609375,400.68035888671875,19.347900390625,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,112,10.611663689938036,381.6386413574219,405.376220703125,23.737579345703125,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,113,10.698915138171092,381.8816223144531,410.21295166015625,28.331329345703125,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,114,10.785647300728378,382.0576477050781,415.082275390625,33.024627685546875,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,115,10.872898749681664,383.55914306640625,420.6149597167969,37.055816650390625,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,116,10.960150197237278,383.59991455078125,425.31182861328125,41.7119140625,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,117,11.046296398342252,383.59991455078125,429.7861328125,46.18621826171875,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,118,11.133028560192214,383.59991455078125,434.0643615722656,50.464447021484375,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,119,11.220280009311356,383.59991455078125,438.0612487792969,54.461334228515625,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,120,11.30753145747247,385.0,442.0080871582031,57.008087158203125,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,121,11.481256007608652,385.0,447.8304138183594,62.830413818359375,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,122,11.568507455927174,385.0,449.9751281738281,64.97512817382812,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,123,11.65575890438599,385.0,451.5573425292969,66.55734252929688,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,124,11.742491066943277,385.0,452.4237060546875,67.4237060546875,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,125,11.829742515155736,386.39996337890625,452.6439208984375,66.24395751953125,2,2,0.4399999976158142,0.0,True,IGNORE_RELABEL_TRANSITION_COLLAR,Line3-Line9: transition between V14 and accepted weak V15 ridge is retained for review but excluded from losses.
Line3,126,11.915888715644268,386.39996337890625,452.51806640625,66.11810302734375,2,2,0.4399999976158142,0.41999998688697815,False,RELABEL_WEAK_LINE9_ANCHORED,Line9 is the highest-quality survey line. The deeper Line3 event near 450-455 ns is more laterally continuous and cross-line consistent than the prior ~396 ns weak label. The relabel remains weak; outer transition collars are ignored.
Line3,127,12.002620878201554,386.39996337890625,452.36932373046875,65.9693603515625,2,2,0.4399999976158142,0.41999998688697815,False,RELABEL_WEAK_LINE9_ANCHORED,Line9 is the highest-quality survey line. The deeper Line3 event near 450-455 ns is more laterally continuous and cross-line consistent than the prior ~396 ns weak label. The relabel remains weak; outer transition collars are ignored.
Line3,128,12.08987232670305,386.39996337890625,452.19769287109375,65.7977294921875,2,2,0.4399999976158142,0.41999998688697815,False,RELABEL_WEAK_LINE9_ANCHORED,Line9 is the highest-quality survey line. The deeper Line3 event near 450-455 ns is more laterally continuous and cross-line consistent than the prior ~396 ns weak label. The relabel remains weak; outer transition collars are ignored.
